WORD,ROOT
هندسي,هندس
هوجاء,هوج
هوية,
هيئة,هيأ
هيكل,
هيكلة,
وألصق,لصق
وإفلات,فلت
واجهة,وجه
واحدة,وحد
واسعة,وسع
واعٍ,وعى
واقع,وقع
واقِعِيّ,وقع
والصق,لصق
وِب,
وتيرة,وتر
وجه,وجه
وجهاء,وجه
وخادم,خدم
ودجة,دج
وراثة,ورث
وراثي,ورث
وراثية,ورث
وزّع,وزع
وسخ,وسخ
وسرد,سرد
وسط,وسط
وَسْم,وسم
وسيط,وسط
وسيطة,وسط
وصل,وصل
وصْل,وصل
وصلة,وصل
وضع,وضع
وضعية,وضع
وضوح,وضح
وظائف,وظف
وظيفة,وظف
وظيفي,وظف
وظيفية,وظف
وعمل,عمل
وقائي,وقى
وقائية,وقى
وقاية,وقى
وقتياً,وقت
وقتية,وقت
وقوف,وقف
ومتبوع,تبع
وميض,ومض
ويب,
ويكي,وكى
ويندوز,
يؤشِر,اشر
يبحر,بحر
يبطل,بطل
يتوسطه,وسط
يحتشد,حشد
يحصل,حصل
يحمي,حمى
يخرج,خرج
يدمج,دمج
يدور,دور
يدوية,يد
يرمّز,رمز
يساري,يسر
يسارية,يسر
يستثني,ثني
يستنشق,نشق
يسحب,سحب
يصدم,صدم
يضاعف,ضعف
يطبع,طبع
يعتمد,عمد
يعدي,عدو
يعكس,عكس
يعمل,عمل
يفرض,فرض
يفسد,فسد
يقطين,
يقلل,قل
يكرر,كر
يمكن,مكن
يمين,يمن
يميني,يمن
يمينية,يمن
يناسخ,نسخ
ينتحل,نحل
يندسس,دس
ينزلق,زلق
ينسخ,نسخ
ينفذ,نفذ
ينقر,نقر
يهتف,هتف
يوقّع,وقع
يوم,يوم
حرضهم,حرض
ترخصين,رخص
ولتسطرنه,سطر
وبكونتيته,
فلإضمارها,ضمر
لشختوركما,شختر
طاويينا,طوى
سالباتكن,سلب
سيشجرنها,شجر
لرجوتننا,رجو
كعرشك,عرش
ويحضرنكم,حضر
فأستوفهما,وفى
ولترشحنهم,رشح
كمحلوليكما,حل
لتشارطيني,شرط
فبمتراخيتهم,رخى
فكالغيابية,غيب
وشتيتما,شتو
دورات,دور
ولمصقعيهما,صقع
ونحلنهن,نحل
فالفارهة,فره
وسيتحامونكما,حمى
فكورقيته,ورق
فمتعلموكما,علم
وبمنتقلتهما,نقل
كنيسكم,كنس
وأقتبلكن,قبل
وسألتقيهم,لقى
يفلقانها,فلق
يكلبهم,كلب
فالحازمتين,حزم
فلسجلي,سجل
وستنهكها,نهك
فسيلغيكما,لغو
فمزوقتان,زوق
وليستغفلونا,غفل
فلتوهوها,وهى
وأحكمته,حكم
وكظرفييكن,ظرف
فكرائبنا,روب
وبترسيمكن,رسم
فتدخلاهن,دخل
ولجدائلي,جدل
واحتملاني,حمل
لتسكتنهما,سكت
كحسراتهن,حسر
فبناووسهم,نوس
وطوقتهما,طوق
ليمنحوها,منح
كمزورتهم,زور
وسيوقعنه,وقع
فلتزجرهم,زجر
لخاذلكم,خذل
فبتراويحها,روح
فلباسمتين,بسم
ولمشطتكم,شط
وبمزعجتهما,زعج
فكقت,قت
وجردنهم,جرد
ومولوياك,ولى
فستبكتها,بكت
فلتغول,غول
أسرعاهن,سرع
بقزحيكما,قزح
وبتباشيرهما,بشر
فقطائعهما,قطع
وبشقاقهما,شق
ماطها,ميط
ومخطتن,مخط
صفيقاهن,صفق
ولتزورنهن,زور
فستناصفانه,نصف
وكمقامرتيكما,قمر
ستعشقانهم,عشق
فحاملاتهم,حمل
وبراجماتكما,رجم
لناظرة,نظر
ومطالبه,طلب
وبكافينا,
فلقيرهم,قير
لحزي,حز
فسيستوطنونه,وطن
فكمستجدي,جد
فسيقضمونكم,قضم
فلأخرأ,خرئ
لتغمسوه,غمس
فكإمداده,مد
ولتردين,ردى
كالمستقتلتين,قتل
بمنمقتيهن,نمق
ليلوموكن,لوم
وستتسيطرن,سيطر
كأنوارهما,نور
وحلفتكم,حلف
وليخادعوها,خدع
فكتقدمكن,قدم
وللمصوت,صوت
فلمستوركن,ستر
ولتقارناهن,قرن
فستسيرين,سير
وزعنفتيها,زعنف
لمسيكة,مسك
لجهمتاها,جهم
فبفادحين,فدح
تناصراهن,نصر
فكمزهن,مز
أوهتن,اوه
فلقذائف,قذف
فإملائيتاي,ملو
بقدرين,قدر
وببابك,بوب
للمتحرجات,حرج
بطلتمانا,بطل
فكزواياها,زوى
وجهلاها,جهل
ووكونك,وكن
بفولاذيكما,فولذ
ستشاتمونهم,شتم
لمزيليهما,زيل
كمشاركة,شرك
لطارحكن,طرح
ولاعتدادهن,عد
ولتنسماها,نسم
هيرانا,هير
فجردتموني,جرد
فكقصتي,قص
وعبوسه,عبس
فتفتتحانهم,فتح
والمحتومتين,حتم
وسيحجزنك,حجز
وسيخيفانها,خوف
والرهيفتين,رهف
فستهابينها,هيب
فكالخليط,خلط
وبلامعيكما,لمع
فبولادتكم,ولد
وسيلتامون,لوم
فسيسترخصهم,رخص
دجناهما,دجن
ليلعباه,لعب
لاكتتبتم,كتب
ببولييه,بول
قسموني,قسم
فلملتقطتهن,لقط
لدولابيكن,دول
لأدمرهن,دمر
فتجتنبن,جنب
وبفارقكم,فرق
وبتصبير,صبر
ولمعبودكما,عبد
فإجرامك,جرم
فلمثلجتك,ثلج
فكإمساكك,مسك
فسيغويانكما,غوى
وبالمروحية,روح
لتصطنع,صنع
سنسيخ,سيخ
وبقابضهم,قبض
وستتعادلون,عدل
وليبأروه,بأر
وحملاني,حمل
يتغن,غنى
بمنافذي,نفذ
فأضافتاهن,ضيف
لاستعرب,عرب
فبمستخدمتها,خدم
فللشحاذ,شحذ
كنامية,نمى
وللإسراع,سرع
فكتفوقها,فوق
لصليكم,صلى
ففلحتانا,فلح
فكمضخاته,ضخ
بلاجئات,لجأ
خرطوماهما,خرطم
لخطافتيكم,خطف
مظهرهما,ظهر
سأموتكما,موت
وكأسواقكن,سوق
ونسختماها,نسخ
وداعييها,دعو
فتذنبك,ذنب
فسينهيكما,نهو
فلأهاجيك,هجو
فبدآك,بدء
مستقتلتان,قتل
فلحكيمها,حكم
وسوداويتاهم,سود
أبدلتماهما,بدل
فتجتذبيننا,جذد
فكإرادي,رود
وبإفلاسهن,فلس
كزجاجهم,زج
فللكيديين,كيد
ستستيمن,يمن
ولدليلي,دل
وكواعدتك,وعد
فاستقصيتنني,قصو
لتجشآ,جشأ
فلخافيهم,خفى
فبفخوخهن,فخ
بوخزتكم,وخز
بمثبتاتنا,ثبت
فستبزونني,بز
فسيبردونه,برد
فتعزلاهن,عزل
بحصيفك,حصف
وكالخاتم,ختم
ولاحتماليهما,حمل
فيؤجلاني,اجل
وهلباكما,هلب
فكأديانكن,دين
ومساعدوكم,سعد
فلتذكرتي,ذكر
واستأنفنهن,انف
حرائقك,حرق
وكأكداس,كدس
فرسخين,
يسخنوني,سخن
فسيمنحنه,منح
أنسكب,سكب
فبالنطح,نطح
وسيماسحكن,مسح
كألجمتك,لجم
ولتزوجاك,زوج
ولصفحتكم,صفح
تبرطلاكما,برطل
فبغرامتي,غرم
لأنجحاكم,نجح
فوشراهن,وشر
وليعجمكما,عجم
بالمتماثلات,مثل
ستكسبانه,كسب
بجذعييكم,جذع
يشهرونكن,شهر
فمتماسكاتنا,مسك
فيستهلوا,هل
نمضيهم,مضى
لخضوعهما,خدع
كسكائرنا,سكر
فستدغدغكن,دغدغ
وقذفانا,قذف
لشريط,شرط
قرابه,قرب
ستجتازكما,جوز
لصعقناهن,صعق
فبرمانهما,
وبإغاثتي,غوث
فتشاربك,شرب
فبعربجييكن,
كالعنب,عنب
فالمتأزمتين,ازم
فأضنياهما,ضنى
فكعنتريتيكن,عنتر
فمفاهمتاكن,فهم
فسيخمدنهم,خمد
وزرايتها,زرى
لتوارثتاني,ورث
بطنابيركم,طنبر
ومثقفتاه,ثقف
ومحيرك,حير
فجانبتاكما,جنب
سيعمرانهن,عمر
وكنابلسيتينا,
فتحتكرانكن,حكر
فلماحيته,محو
تخذلوهما,خذل
ونستقضيهما,قضى
وكسنخ,سنخ
فلتنابذكما,نبذ
لمعرقلتيه,عرقل
فكحسرتي,حسر
أثمرتاهما,ثمر
وسيساومونهن,سوم
لتعليتهن,علو
وتتضخموا,ضخم
فلخدمي,خدم
تموههم,موه
ولتنغصوهما,نغص
لتندهشن,دهش
وكراعبتيهما,رعب
للبلبت,لبلب
فلوقرتكم,وقر
بمتنفذتنا,نفذ
فبمتحصلهم,حصل
شاخ,شيخ
فحاسراك,حسر
فخادعنهما,خدع
فكوصيفتينا,وصف
كأيوناتنا,اين
وبآباء,ابو
سيدمغانكم,دمق
وبشطتك,شط
رشراشكم,رشرش
لضخمتماها,ضخم
وخيامهن,خيم
لمفكرتهم,فكر
وكقحمهما,قحم
لتحدبيهما,حدب
ولغافيتيكن,غفو
ستعقرونهن,عقر
فتقرصينا,قرص
ويعدموه,عدم
فلتراوغينا,روغ
كالوبئ,وبئ
وكأشوههم,شوه
البائعة,بيع
ويتزعمك,زعم
والقاسيان,قسو
وكالسطح,سطح
ويزجروهما,زجر
فستنتحبن,نحب
وتستسمحينه,سمح
فشاحناتكم,شحن
وألزقنك,لزق
فبإزهاقهما,زهق
كمفكرتيهن,فكر
فبنبلكما,نبل
فسيسلعهن,سلع
فسنغفيك,غفو
وكمقياسه,قيس
بمناجيهما,نجو
لاختصامي,خصم
فلمواصلاتنا,وصل
فلتبلوروها,بلور
وعثرتاهن,عثر
فلأدهسكم,دهس
ولتسلعاكما,سلع
لزفرناكما,زفر
فبموقتيكن,وقت
سنقفركم,قفر
لأعيوكن,عي
تنازعيهما,نزع
فلنطتنا,نضو
وكمؤيدي,ايد
فلشموله,شمل
فكبصتنا,بص
وبإسماعيليتي,
فكودناه,كود
فجهيران,جهر
تردعك,ردع
وقرعتي,قرع
فهضمكما,هضم
ليوجلوكن,وجل
أنتهككما,نهك
يخادعانكن,خدع
وبقبالتنا,قبل
فمقامرهم,قمر
فكالمهديين,هدى
فلننفقهما,نفق
لنستخلصهن,خلص
يسايره,سير
كمترادفها,ردف
فأجنبية,جنب
وبرمدتينا,رمد
قراراهما,قر
لمحارباتكما,حرب
بمخبرتينا,خبر
وتصلفانه,صلف
فسأذيبكما,ذوب
بتقييماتها,قيم
قملتنا,قمل
رشاقتي,رشق
فلتختنقي,خنق
فهضمتنا,هضم
فتمجدا,مجد
لعقديتهن,عقد
ومأمورتاهن,امر
عرقونا,عرق
ليفتدياهم,فدى
فكتشخيصيتهما,شخص
فكتقدمتين,قدم
فليرابيعه,
كأنغام,نغم
وكبعديك,بعد
ليرذلنكما,رذل
فتسبقنه,سبق
فسألقاهما,لقى
فانتهكنهن,نهك
سأستتبعها,تبع
فمظفريها,ظفر
ويبيناك,بين
وتتبلن,تبل
فيعترين,عرو
أتثلجكما,ثلج
فعاينتماني,عين
ويشاكون,شوك
فترتيبيتهم,رتب
ومتريك,
لرعبتنهما,رعب
ومضلليك,ضل
ولفلولكما,فل
ليقبحنهم,قبح
ليكرمكما,كرم
وكمخمنهما,خمن
يجبناها,جبن
وكرتليهن,رتل
إحساساته,حس
وليضمحل,ضمحل
كحاصدة,حصد
بحليقيهن,حلق
لحوفه,حوف
سنهيئه,هيأ
وعازمين,عزم
فلتوصيفات,وصف
ببلقانيهما,
كإيجاريهم,اجر
فليجموك,جم
لفحنك,لفح
ويخبلونها,خبل
فكمصدقها,صدق
فلتفحصاني,فحص
ومفتقري,فقر
لاستمراركن,مر
كاستطالاته,طول
انتزعناهن,نزع
توحدهم,وحد
بارعوني,برع
فدباغاكن,دبغ
ولكاسبهن,كسب
للبكتنهم,لبك
فسيناسخنكن,نسخ
فيبلوراك,بلور
فكالمفعمين,فعم
فتلحسانك,لحس
وليهدده,هد
وبالمناظر,نظر
وبنسابتيه,نسب
وستفزعانكن,فزع
فكحلائلكما,حل
وسيملئون,ملأ
فكطليعتيكما,طلع
ولتعقمنا,عقم
فلمستحب,حب
فتقرئين,قرأ
فمعكناهن,معك
فلنشحت,شحت
فبأرقشيهم,رقش
بأعمدتهن,عمد
وليبتروك,بتر
فكطارقيهن,طرق
بنغمك,نغم
فلمأساتهم,اسو
لأكملتم,كمل
فعربوها,عرب
ككمبيوتراتهن,
فاسترقتك,سرق
لفنيتموهن,فنى
غدوكما,غدو
فمناجر,نجر
فهمسنهما,همس
كالهوى,هوى
سيبهدلنا,بهدل
فمحسوستانا,حس
تضعفانكن,ضعف
ولمغالط,غلط
وستجهدننا,جهد
ينترانها,نتر
فلتنفسييهن,نفس
بكديهما,كدي
فتلبطيها,لبط
وسيثورونك,ثور
للساعدة,سعد
وكالمستخدمتين,خدم
جانييه,جنى
فمسلياي,سلو
خلفتموه,خلف
فمتنبئتنا,نبأ
فقحفتهما,قحف
تركبان,ركب
فلتفجو,فجو
فلاتفاقاتها,وفق
كحفاريهم,حفر
وطوقوهن,طوق
سأفقعكما,فقع
سأؤذي,اذى
يستضعفننا,ضعف
فتجللوها,جل
وسرعتانا,سرع
فأطبكم,طب
لأسعدتماه,سعد
فلوحتان,لوح
وستثملينهن,ثمل
وسأستنسخكما,نسخ
فبوادرك,بدر
فلأعرقل,عرقل
فسيبهجنكم,بهج
وبالمكالمتين,كلم
وموجداكن,وجد
تهارشاكم,هرش
لتشردهن,شرد
ومنعماهم,نعم
كمرائيين,رأى
فغريزيتاي,غرز
لتأييدكما,ايد
لمختارتيكما,خير
فشاميها,
وهيأتموهم,هيأ
وسيتكللان,كل
بالمثني,ثني
وفوتا,فوت
فليمرشانا,مرش
فلخسوفهم,خسف
لأيقظوكن,يقظ
ورمزك,رمز
فلسائحه,سيح
فقندسهما,
لتصاعدتا,صعد
أشركاكما,شرك
فيتبلاهما,تبل
فليقدرهن,قدر
فعضالان,عضل
وكدولتينا,دول
وغدرتك,غدر
فيمقلونكن,مقل
ففرقي,فرق
فكمناديكم,ندو
العقيدية,عقد
لحلاقيهم,حلق
وبحجتينا,حج
وسراجاها,سرج
وكعشرينيكما,عشر
ونافداه,نفد
فتبرطلون,برطل
ويراكموني,ركم
أسيخ,سيخ
انصدعت,صدع
تحللانها,حل
وتصرم,صرم
ولطائفتيه,طوف
وسنعوضكم,عوض
وليتغطوا,غطو
وسيشفان,شف
فعبطتماهم,عبط
وكمشافهتكما,شفه
فبمسيكها,مسك
وكحصالتيه,حصل
وبتأففك,اف
عورتك,عور
ولسباطيه,سبط
ونهشوكم,نهش
لانعدامك,عدم
وستطمياننا,طمو
فيستدبرن,دبر
فلتسفياكن,سفى
فسأطوبهما,طوب
تعتبينا,عتب
كمادحكم,مدح
فعربوننا,عربن
وتوطيا,وطى
فكبطاريقه,
ولأطوعك,طوع
التعرفتان,عرف
عليمنا,علم
فتأثريتيهن,اثر
وبصفتين,وصف
وأغلغلهما,غلغل
وشقيقتيهم,شق
كأسراركما,سر
السعريتين,سعر
فتسابوا,سب
قوسنهما,قوس
وكأزمتهم,ازم
وبتبديدها,بد
ستصيبك,صوب
وبتوجسها,وجس
ففضولي,فضل
فبزحامكما,زحم
النبش,نبش
بارتفاعه,رفع
فلمستخدماتنا,خدم
فلائحتا,لوح
باسقهن,بسق
ففتتمانا,فت
فبحوشينا,حوش
فيصقلانكم,صقل
فامتحناكم,محن
وستتنفخين,نفخ
ولزمانينا,زمن
ينطحوكم,نطح
وأجملتموها,جمل
وبشهامتهما,شهم
مطب,طب
فبالمصر,صر
فبخطبتيك,خطب
بمصبعكم,
فلنموذجينا,
ولمثالي,مثل
وعاندوك,عند
وكاعتناقهم,عنق
فيفطح,فطح
فطفحت,طفح
فبأدراجهن,درج
فتذيلان,ذيل
ويركوننا,رك
وبالبيروتيين,
والصامدتان,صمد
سينفيانهم,نفو
فوكلتماهما,وكل
ففرملن,فرمل
كالمستهدفتين,هدف
شارب,شرب
وكرهبنتي,رهبن
كبجعه,
فلروميكم,
كاجتهاداتكما,جهد
يهمشنها,همش
وللتناسلي,نسل
سيردؤون,ردأ
ويطقطق,طقطق
بزورقهم,زورق
يصافحان,صفح
وليأكلنها,اكل
لرسماهم,رسم
وبحفيدكم,حفد
وقوسنهما,قوس
سأوجدهم,وجد
فليقرضنهن,قرض
كباسقتيها,بسق
وستكسلانهن,كسل
تكسمونني,كسم
لمبوبيكم,بوب
تنتهكاك,نهك
سجرتهما,سجر
والبريدية,برد
وغرمتاك,غرم
فبياردتك,
وبقانيتكن,قنو
غرامتا,غرم
لتأليههم,اله
فلتروحهما,روح
فلتملكوهن,ملك
فتتشوشا,شوش
وسيرتقانهن,رتق
وبموطئ,وطئ
فحسبانها,حسب
وليثقلهما,ثقل
فكهمامكم,هم
بفتاشيهم,فتش
وبرمضانيتيكن,رمض
لتملقاه,ملق
فعماءكم,عمى
لتسبقهما,سبق
فبتفهي,تفه
فصلابتي,صلب
تحيطونه,حوط
بوارفيها,ورف
فكتالوجيهما,
ولتجسسنا,جس
وللخيرية,خير
ولمتسعتين,وسع
فنستعملكم,عمل
وأستقضهما,قضى
فلملحقتهم,لحق
شيئكن,شيأ
فرياحك,روح
ولنبلعه,بلع
فكحتتيكم,حت
سأهكر,هكر
فألتقيهما,لقى
فكأسواطكن,سوط
وكعائلتهما,عول
وبحجمها,حجم
نحستموهن,نحس
سنشحطكم,شحط
ولترطموها,رطل
يعتمدونها,عمد
شهيدها,شهد
فكبدينات,بدن
وتهيبهما,هيب
ولمخصصكم,خص
وبمحصولكم,حصل
ولتوجهيها,وجه
لرجسهم,رجس
فكفصاحة,فصح
فليدمثنكما,دمث
تشهلنهم,شهل
وبآبنوس,
فتهمشيه,همش
ويخلصانه,خلص
فبيطرييهن,
وكمشاكن,كمش
مذيعتيك,ذوع
ولترفيعك,رفع
فلتبرمي,برم
وأبشم,بشم
وسنذيعكما,ذوع
فكضوعهما,ضوع
ولإكثاركما,كثر
ومتردي,ردى
وبتثبتكن,ثبت
لأثقلتننا,ثقل
كهرباءكم,كهرب
فليغرغرن,غرغر
فلتهاجماني,هجم
فسأبهظهن,بهظ
فسيزيغونكن,زيغ
العملاقة,عملق
وسيبدلهما,بدل
بإيصالاتك,وصل
كحنفيتكما,حنف
فتخمدانها,خمد
فانتهكاكم,نهك
سيكنزكما,كنز
لبهرجوكم,بهرج
قطانهما,قطن
وكالعفراء,عفر
فكدواي,دوي
مجوفاك,جوف
وعسيبهم,
لأربيناكما,ربو
توخياكما,وخى
وبمعياريكن,عير
فكميزانهم,وزن
وسيزوجها,زوج
وارفعهم,رفع
كغلطيهم,غلط
والناهيان,نهو
فغليونهن,غلين
فتنصا,نص
نمعككما,معك
للمجنين,جن
فوطأتكم,وطئ
وبروميتيه,
فسنتسخر,سخر
فستجريانهن,جرى
باستصراخي,صرخ
تشيبينه,شيب
فلإشعارهما,شعر
فتكتمت,كتم
بفاهمكم,فهم
فلجياشيكما,جيش
فكلقائهن,لقى
لقلاعهما,قلع
فتحكمانكم,حكم
اضطررتماهن,ضر
وشاكلتني,شكل
تسننينا,سن
ولأوقاتكن,وقت
فيعزرننا,عزر
سنتثاءب,ثئب
ويسطوكما,سطو
ودهيتنهم,دهى
فلينيبهما,نوب
أرتشي,رشو
وجراحتاهم,جرح
فبخمسيتيها,خمس
كالواقعات,وقع
بشركتنا,شرك
فتظلماكن,ظلم
وخروعي,
وتراضكن,رضى
بحماقاتنا,حمق
وبمعترضاتكم,عرض
تفليستها,فلس
ستنفذنها,نفذ
فبمجاملاتكما,جمل
وكسلائلكن,سل
وتردموهن,ردم
لفسرناهن,فسر
ولتمسكا,مسك
فكمدفأتيهما,دفئ
لتهمديهن,همد
بمداركن,دور
ليقولوا,قول
بمغالاة,غلو
ولسنابيكنا,سنب
كهجوميه,هجم
فيتمتمنها,تمتم
فيهونوه,هون
ستوازيهما,وزى
سيحميانك,حمى
والمبطلتان,بطل
فبطاريتكما,
اعتداؤكن,عدو
فعطشاتهن,عطش
كجنيهاتنا,
وأغظنه,غيظ
يحبكنا,حبك
رائعتيهما,روع
ومشالكما,شول
فكمدرستيك,درس
فكبيزنطي,
فبجزريتيكن,جزر
فلخمرتكن,خمر
الشقاق,شق
فلتائقة,توق
وتصاهران,صهر
تعريتك,عرى
بحبوسها,حبس
فبعفريتتيكما,عفرت
ولتزلقاكم,زلق
فسيدمركن,دمر
لتتهافتا,هفت
غنجتموهم,غنج
لليسه,ليس
كمغالطتهم,غلط
فستوسعه,وسع
وستدشنانهن,دشن
فلمستنبطتكم,نبط
ستلاينون,لين
زمانته,زمن
وأرجلهن,رجل
لإلكترونك,
وتبادلك,بدل
ليعطبه,عطب
فمفضييها,فضو
وستعفشكن,عفش
تزكوهم,زكو
فسيورطننا,ورط
مراحلك,رحل
المكتب,كتب
لدحرجتنهما,دحرج
فكفصائل,فصل
جراحيكن,جرح
جانس,جنس
فستتلثمين,لثم
وترابيتي,ترب
سيكبحانهم,كبح
فسترزمينه,رزم
فأبصرنكما,بصر
سيبتسمان,بسم
أزاغاهم,زيغ
قرصيين,قرص
فكتأكيداتك,اكد
فلسطولكما,سطل
لفكما,لف
فمتعففتهن,عف
بتاجيهم,توج
فتمكنونه,مكن
فلعيالك,عيل
لسبيكتهما,سبك
فمدونتاكما,دون
تبزرينا,بزر
فبإبطييك,ابط
ولتأهلها,اهل
فيلعنهما,لعن
فرصدناكما,رصد
ففسحا,فسح
سيحنطانكن,حنط
خطاره,خطر
أمخطها,مخط
السنابيق,سنب
فلتودعك,ودع
وترقشنهم,رقش
سيشخصانكم,شخص
ليقصصاهن,قص
ولزمارتكم,زمر
ويسلكنهن,سلك
فكدنسه,دنس
لطلبتم,طلب
ويبشروكن,بشر
فكسنفرتكما,
لمكتومة,كتم
وأحقاد,حقد
فكالأبهل,بهل
فلمؤسسيتك,اسّ
كفاتنيك,فتن
وقدحت,قدح
فبمذيلاتهن,ذيل
فكالمستحدثة,حدث
وكندامنا,ندم
فتستثقلوننا,ثقل
لتنقبتما,نقب
فلطابعتكم,طبع
كمضحكيكم,ضحك
وسيكتشفانني,كشف
وحاصر,حصر
وبمستحضراتكن,حضر
فموطنهن,وطن
ولمسكتك,مسك
وريداكم,ورد
فخاطفتهن,خطف
فسيقويهما,قوى
فتجالدينا,جلد
فلبصلكن,بصل
ودربك,درب
وستجحدكم,جحد
لاستهلهم,هل
فسيحتسبونهم,حسب
لبصمتيها,بصم
فنظموكم,نظم
فلحاصدتكم,حصد
فللتطمين,طمن
تشمريهن,شمر
لأطيافنا,طيف
بمسطريهما,سطر
فجهلوهن,جهل
سأجوزكم,جوز
فستشتلان,شتل
كسنفرتهن,
فبالقبعات,قبع
ولنشخبطه,شخبط
يتممانه,تم
كطفرانة,طفر
كتقريبيكم,قرب
ولنهتكهن,هتك
وبتقريريينا,قر
وبسمكريتكن,سمكر
ولطعمتهما,طعم
لأترفنها,ترف
فمصونتيكما,صون
لفزعتموهم,فزع
ولملقحتيهم,لقح
ومؤثلي,اثل
وشيبوكن,شيب
بسماحكما,سمح
ولشمنا,شم
فلتوحلهن,وحل
كشيالاتكم,شيل
فدرزيتيكن,
يدهورهما,دهور
فبمشققتيك,شق
للخليجين,خلج
ولتحقيقاتكما,حق
ولمضلعتك,ضلع
وستوشوشهن,وشوش
ولتقاومنني,قوم
وبأباريقكم,برق
سترقشاننا,رقش
لزاجرك,زجر
متجهمتاهن,جهم
لغازلناها,غزل
وستتفيؤون,فيأ
فحيلولتكن,حول
وسيتلافيانكم,لفو
لمرعى,رعى
وبروائعهم,روع
وكمعتقلة,عقل
فلنخنقهما,خنق
كتنقيحنا,نقح
تجهمتنها,جهم
فلتهيجنه,هيج
واللذيذ,لذ
والعورة,عور
فالياقات,
فسنقضيهن,قضى
ويبربران,بربر
فمقاطعتك,قطع
فلرمة,رم
بتزويده,زود
ليستودعك,ودع
تفسيراتك,فسر
صعدكما,صعد
اختطفوهن,خطف
وكعلاجهم,علج
فلوافرهم,وفر
فبعضلهما,عضل
فانشدت,نشد
بشهابييهم,شهب
فلننبش,نبش
فكمتكدر,كدر
لدببتم,دب
فكمجموعتكن,جمع
فسنعديهم,عدو
سنمحي,محو
لدهنوني,دهن
فللمؤديتين,ادي
تستبيحهما,بوح
تعطفانه,عطف
ولباطنهم,بطن
اقتحمتاكن,قحم
فأفقهتا,فقه
كمسؤوليتكم,سأل
لآمنتاني,امن
وداهماهما,دهم
وأقلمنك,اقلم
ويتكففون,كف
فبخلوقه,خلق
وشطبكم,شطب
فملونتيكم,لون
وأيدن,ايد
ووطيسهما,
ومستهدفان,هدف
لشحاري,شحر
لمستحدثين,حدث
لاستهدفتاكما,هدف
بمنسحقتي,سحق
ليلكنوكن,لكن
وستزقزقانكن,زقزق
لمشاعه,شيع
فلأستشرف,شرف
فوكبتا,وكب
ومرافعتيهم,رفع
بترشيحاتهم,رشح
لقميئتك,قمؤ
فكأوتوماتيكيتين,
ليوهبنكن,وهب
كمزعجتيهما,زعج
فبمفروشيكم,فرش
فليزعجنها,زعج
ولكراستهما,كرس
فكمكنستك,كنس
وكمهولتي,هول
فكصيغتكما,صوغ
أخفركما,خفر
فلحلسك,حلس
وكأولوياتهما,اول
مدخراتهن,ذخر
ويمرركم,مر
فجامعتنهم,جمع
وسننادمهم,ندم
وبالمنمق,نمق
وبغائصيها,غوص
وناعورة,نعر
فلتغلياني,غلى
وسأخربطهم,خربط
وكعراف,عرف
وهيلنه,هيل
وبميعكن,ميع
لتحزمهما,حزم
فزهدتموه,زهد
وأغتنمكما,غنم
فليلقمنه,لقم
بالنهائيين,نهو
تمسحينه,مسح
وسنتقدمكم,قدم
فكهاتفكن,هتف
فتعلقكما,علق
فكراهية,كره
ومجدولتيكم,جدل
رنموا,رنم
ولضجريها,ضجر
وأندبكم,ندب
نوات,اتي
فستذيبونني,ذوب
بتذكرتينا,ذكر
عاصياتكما,عصى
فتورطاك,ورط
فرحمتمانا,رحم
كنبيذه,نبذ
كزجريكم,زجر
فيغدرنني,غدر
لمرهوبيه,رهب
فأعمرتنها,عمر
تقضيانكما,قضى
فدوقيتان,
ولأسطوانتيكما,
وسيكبدهم,كبد
ومتسلسلتنا,سلسل
حفارتاها,حفر
وليتنقضا,نقض
نبعتهم,نبع
ووسخاك,وسخ
لرتباها,رتب
وليثقبني,ثقب
ندرمهما,درم
ليقدسوني,قدس
بالاتهاميين,وهم
يستنشدهما,نشد
وبرقائكم,رقى
فألجأناهن,لجأ
كمبعوثيهم,بعث
للصليبي,صلب
تداركهن,درك
وأقمعتاني,قمع
لمقدمتهم,قدم
فحصيداكن,حصد
وسحباكما,سحب
وخططته,خط
لفسيلتها,فسل
فيعقمك,عقم
تدمرياكن,
لنتفتاه,نتف
لأشبكك,شبك
وتفكاهم,فك
فلألأم,لأم
وسيرحمونهن,رحم
بجناحيها,جنح
ونسقوهما,نسق
فخليجيتا,خلج
فيغربكما,غرب
فلومكما,لوم
وبرسالتيها,رسل
وكأعلاي,علو
وعددتني,عد
لتسلحوهما,سلح
فتجادلانا,جدل
فنقيبكما,نقب
كالأسرى,اسر
جابهتنه,جبه
ولعنكبوتية,عنكب
متسارعان,سرع
وسيفضلانهما,فضل
وليتسورا,سور
لمنشطينا,نشط
فيتحدثان,حدث
ولمبررتيكن,برر
قنيصين,قنص
لقهراك,قهر
فانتزعاكم,نزع
وراسلتماه,رسل
وكبريتيتيهم,كبرت
فلترقيتيها,رقى
فاستنبطاه,نبط
لأتوقاكن,وقى
فملحقا,لحق
فراعيتهن,رعى
حراسكما,حرس
وتزاغ,زيغ
أوسطيتكما,وسط
فكتغليبكم,غلب
جاوزوني,جوز
بالرمة,رم
وبمقولاتكن,قول
فلطمرك,طمر
لحنيتكن,حنى
رعائيتاهم,رعو
فتجدلن,جدل
وكجحدنا,جحد
وكلبنينا,لبن
مستكشفهما,كشف
فبجرميهم,جرم
