WORD,ROOT
كإسقاطاتي,سقط
فجوزنا,جوز
فكفرتنا,كفر
فكمقاتلاتهما,قتل
وسأوتر,وتر
وبتذوق,ذوق
وليدمرنه,دمر
فابدع,بدع
فلحليلهن,حل
تمركزكن,مركز
فبإجازات,جوز
ولأكاتب,كتب
فلتسمريه,سمر
مرجانيتاي,
فيستحضروكن,حضر
وكحاليتي,حول
فكونغرس,
فسأختصركن,خصر
أشرفنهما,شرف
بمخبزينا,خبز
لبلائكم,بلو
وهدرجاهن,هدرج
ويلامسوكما,لمس
فلتلطعنه,لطع
مبيضوك,بيض
سأشارككم,شرك
يجاوبكن,جوب
فبحموهما,حمو
فلأبيحكما,بوح
ويخرتاهم,خرت
فلذمة,ذم
ولتفاهمكما,فهم
بمخالفه,خلف
لمعمري,عمر
اعزلاهن,عزل
وعباداتك,عبد
وببراحكن,برح
يغللها,غل
ومتكرران,كر
لموصليك,وصل
يبعضكم,بعض
ستنسمه,نسم
أبهتتكن,بهت
رقراقيهن,رقرق
وستنشلها,نشل
ليبذراها,بذر
مفازتهما,فوز
فيمكسانك,مكس
والفسيفساء,فسفس
فكالوجم,وجم
فأوجعنهن,وجع
عسرتاك,عسر
ولألوث,لوث
فأبطنكما,بطن
وكتطويلهم,طول
تكتيكيتين,تكتك
سيهوونهما,هوى
ورافعك,رفع
فلمحرفينا,حرف
متدربوهن,درب
فبمفسرتيها,فسر
تزوده,زود
وتشوفننا,شوف
وانثنائك,ثني
ونسابقهن,سبق
فيوحلانهن,وحل
فشحطتماهم,شحط
كخلفيتكم,خلف
ومدخولون,دخل
لندعر,دعر
فتسجراهما,سجر
وميونهم,مين
ولماكوكين,مك
وتحفت,حفي
ولمتعسفها,عسف
ولمربديكن,ربد
فيدعساك,دعس
وبالبنزول,
وجيرهن,جير
سيرشدنكما,رشد
المساعدة,سعد
والتقليب,قلب
وصلبتموهما,صلب
وذائبينا,ذوب
فلجزعاتنا,جزع
ويشوحانني,شوح
فلنمحصكما,محص
لقمعناهما,قمع
أفتنتاهما,فتن
فدعمتنها,دعم
وسأكاريها,كرى
فاستوفاكما,وفى
ونهشوهن,نهش
لأنطر,نطر
بترحيلهما,رحل
فبرأسيهم,رأس
فلاستعجاليي,عجل
كإفكيكما,افك
هيجتماني,هيج
يحلنهن,حول
ولنساندها,سند
فتمازجك,مزج
ليستبطئاه,بطء
وطبخاها,طبخ
لحللتاكم,حل
وسينطننا,نوط
جهدهم,جهد
فوسادة,وسد
ولتفنديهما,فند
فلتأهليه,اهل
فكعرائنكن,عرن
سيرعبنا,رعب
أدعمهما,دعم
لوقاعتكما,وقع
كغنمه,غنم
فبعن,بيع
وكاشتراءيكما,شرى
ولتلبطيهن,لبط
ولجدارهم,جدر
فسيتابعنكن,تبع
فستجليانكم,جلو
فنحبن,نحب
فمتلوناهما,لون
سترعياننا,رعى
فموكلتكم,وكل
لموجهيها,وجه
فلتقارفيها,قرف
فللمدرارين,در
فلمطرانيتها,مطرن
وتعقاهم,عق
سيأثرونها,اثر
بافتخاركم,فخر
يسبلوهم,سبل
ولتنمليه,نمل
تداركتن,درك
ولتمزعوه,مزع
ففضفضتاها,فضفض
فببلاغتها,بلغ
كمرتكبتيه,ركب
وبحريريتينا,حر
فيستغلانها,غل
وكالقعاقع,قعقع
لمخالصاتهما,خلص
ويملينا,ملو
وسيفشلانهما,فشل
فبقطعييهن,قطع
وتلتماكم,لم
فجذلنا,جذل
فوفقوهن,وفق
كعلنهما,علن
كآثاري,اثر
وعنبرياكما,عنبر
فستوشح,وشح
بخاناتكم,
فعيشتي,عيش
وأوفاكما,وفى
وبمؤتمرين,امر
وأفشينكن,فشو
لقايسونا,قيس
وتحيكونا,حيك
وتتقصى,قصو
وليصيفاهما,صيف
لبغتنها,بغت
المفقودة,فقد
وكحالتيه,حول
تبكمون,بكم
واحتجتنها,حوج
خياطك,خيط
والتضخم,ضخم
والتظاهرتين,ظهر
ببدائهكن,بده
بمجدالهن,جدل
وننصرف,صرف
مرضتم,مرض
لعجلتنهما,عجل
لتدغدغيهم,دغدغ
فلحازبك,حزب
وجبينيك,جبن
وليدعنهم,ودع
فستفلقنه,فلق
وكمحللتها,حل
فبمستكشفته,كشف
ولتتعدياكما,عدو
وغظتموهم,غيظ
وبسراقهم,سرق
وبمشوقتنا,شوق
مداهمتي,دهم
ويجردهم,جرد
فباشتقاقهن,شق
ولمستوحده,وحد
فأطالتهن,طول
وتناقرونها,نقر
فليمنحوكما,منح
للفلاسفة,فلسف
لأوطاني,وطن
والكفاف,كف
كتوطين,وطن
بداجيهن,دجو
وتسوسيهما,سوس
ولغزاوياتكم,
بمشكلتيه,شكل
ولتكتكتي,تكتك
ببخاخاتهما,بخ
ولشطحتي,شطح
وككراستهن,كرس
وتدعسانني,دعس
فلوميضنا,ومض
مستنكرينا,نكر
بفطريك,فطر
فتورثاكم,ورث
فكإرمنا,ارم
تنزقنه,نزق
بمحاباتكن,حبو
فترجرج,رجرج
فمساسكم,مس
خرطاها,خرط
وستنقرنه,نقر
كتهميش,همش
فكالتحولات,حول
تدارككن,درك
فتجمعاته,جمع
وصرافتك,صرف
وسيتقوضان,قوض
سأسربل,سربل
وليبللوه,بل
وبمسودتكما,سود
فكيتيمات,يتم
ككاتدرائيتيهن,
ويبدؤوها,بدء
فليقظيهن,يقظ
فلقشره,قشر
فللحاجين,حج
وسنستهويهما,هوى
نهيننا,نهو
بالعشبة,عشب
تنشفاكما,نشف
فلمضاربهما,ضرب
وببرانيتكم,برر
وشعلت,شعل
ويرفسانك,رفس
وتستعمرانهما,عمر
فمسنناتنا,سن
وكمضطهدتك,ضهد
ولأشتته,شت
لتيقظوهما,يقظ
فمبتدئهما,بدء
فسأحمسك,حمس
وسأرمح,رمح
شحمنهم,شحم
فسيخزقان,خزق
للنقطة,نقط
النشاط,نشط
وستسكتها,سكت
فشرطتنها,شرط
وخيارييهما,خير
فابتزتاهن,بز
وكرينو,
ولنتسخط,سخط
فلمرتعد,رعد
بسلوبودان,
بنظاراتكم,نظر
وبغافلاتكما,غفل
وكفنزويليين,
وتدفعانني,دفع
فبوتقتكن,
يقرض,قرض
فكمدونكما,دون
وأعيتنا,عي
وتفقسونا,فقس
سلعك,سلع
قاتلناكما,قتل
تبطحانه,بطح
هضمتموني,هضم
فبمتدينين,دين
تتكاسلين,كسل
فلتلئمنهن,لأم
وفحمتيك,فحم
فتؤرقانهم,ارق
فمتآلفكن,الف
ونصرتما,نصر
فكالغشائية,غشو
استمهلتهم,مهل
فكتمناكن,كتم
فلمشيري,شور
وليستمهلن,مهل
ستعتنق,عنق
وتغرمننا,غرم
فلمختفيتين,خفى
فأحابيلهما,حبل
اتقاؤكم,وقى
وليطرحنهن,طرح
بسديمهن,سدم
فحفاريهم,حفر
وبدهاقيننا,دهق
فوارثاك,ورث
ومستهلكم,هل
وهمجتم,همج
وكحنائها,حنا
ولتذاكركم,ذكر
كقدوسك,قدس
فغلغلوها,غلغل
مخبزاهما,خبز
سفيرته,سفر
فالمتحدين,وحد
والمخرز,خرز
ولأحصدهن,حصد
وحبيبيتاهن,حب
وتجملاهم,جمل
ليبغتنكم,بغت
ويشعل,شعل
لتعزراك,عزر
وبالرحيب,رحب
وأنكتب,كتب
وبزاجركن,زجر
ليقحفن,قحف
ويقلبانهم,قلب
فدمدما,دمدم
للتسليح,سلح
ليصيفاها,صيف
فكالمباحثات,بحث
فكسماحك,سمح
فوفركم,وفر
وملثمو,لثم
ولنؤولهن,اول
وتواقان,توق
والمحبسين,حبس
وكالمهلوسين,
وليستغفلكما,غفل
تمكساهما,مكس
فتورفيهن,ورف
فستسعدونها,سعد
والثمن,ثمن
ولتفتقدنهما,فقد
ومقعركم,قعر
المستوردة,ورد
بنعمتنا,نعم
واعتذرتما,عذر
بوريهم,
فزياحاتهما,زيح
فسيتاربن,ترب
فيزرقونها,زرق
بعجتنني,بعج
وكخصلتكن,خصل
ستبنيانها,بنى
وبمشربيه,شرب
كدفرتيهما,دفر
فيبهتانكن,بهت
ولنشهرهن,شهر
فليمانهن,لوم
بمخبريكن,خبر
تخربشنها,خربش
فداركتها,درك
يفلسفنني,فلسف
بشوحكن,شوح
لؤلؤتنا,لألأ
وكتسميدكما,سمد
تستنسخانكم,نسخ
فتدومانكما,دوم
ليغتالاهن,غول
ستلقنهن,لقن
فيساجلاكم,سجل
أشطبهم,شطب
محالفتكم,حلف
ورضائها,رضى
ونفيتا,نفو
فسأشاكسكن,شكس
فهبهبنا,هبهب
وتمددانه,مد
أشاباهم,شيب
فكالمهفهفة,هفهف
ويشعلانكما,شعل
فتمزمزونها,مزمز
ولمهروسيكما,هرس
فيشتريانك,شرى
بتفريجي,فرج
فلخرازتيكما,خرز
ستستحوذن,حوذ
فلصحنكما,صحن
وكتعب,تعب
لآثمي,اثم
فتتعانقين,عنق
وسيعانده,عند
فتتساقطين,سقط
ومهاجماتهم,هجم
سيجوفني,جوف
ودرستمونا,درس
فتفشى,فشو
فستدعسن,دعس
لورمتن,ورم
والثقبين,ثقب
لأتلفتاهم,تلف
كحفيدتكن,حفد
معتبراك,عبر
ولترزمي,رزم
فبقصفهم,قصف
ولثغراتكن,ثغر
يدبجنه,دبج
لأوهيهم,وهى
وليارده,
لندفرها,دفر
ويرشفوكما,رشف
فليقيله,قيل
هيبناكم,هيب
فلتسحنوا,سحن
لاحتملتهن,حمل
للرائبين,روب
ولمحلولينا,حل
وصبغاه,صبغ
لتوازيكن,وزى
كراسة,كرس
لالتقاكن,لقى
وكالمؤدبتين,ادب
فتثقبينهما,ثقب
وفتحتيهن,فتح
سأرأسهما,رأس
للبابا,
فتنمقكم,نمق
وسنضيئها,ضوء
ستروعينهن,روع
لتدغدغهن,دغدغ
لتستهجنهما,هجن
فليخدمانا,خدم
بنخير,نخر
وتحتوونه,حوى
لتستلني,سل
ولعجبه,عجب
فكالمخوف,خوف
وسيوثب,وثب
ببخاشيشهما,
ولحطاباته,حطب
لتقتنيني,قنو
فلنبحثهم,بحث
ليجهضنكم,جهض
وبرشراشكما,رشرش
فلتجاسرهما,جسر
ومراقبنا,رقب
وبمجنحينا,جنح
ويلبسونها,لبس
